"x"
"백종원"
"효과"
"단하"
"더본코리아"
"상장"
"https"
"www"
"hankyung"
"com"
"article"
"전월"
"국내"
"증시"
"주식"
"발행"
"규모"
"전월"
"유명"
"요리"
"연구"
"백종원"
"대표"
"프랜차이즈"
"기업"
"더본코리아"
"기업공개"
"IPO"
"영향"
"금융"
"감독원"
"전월"
"주식"
"발행"
"규모"
"전월"
"급증했"
"전월"
"IPO"
"규모"
"전월"
"평균"
"더본코리아"
"유가증권"
"시장"
"코스"
"상장"
"영향"
"건이"
"없었"
"전월"
"유상증자"
"규모"
"발생"
"전월"
"직전"
"대기업"
"않았"
"회사채"
"발행"
"집계"
"전월"
"이중"
"일반"
"회사채"
"발행"
"전월"
"증가"
"차환"
"용도"
"비중"
"에서"
"전월"
"감소"
"기간"
"운영"
"시설"
"자금"
"금감원"
"등급"
"이하"
"비우량"
"확대"
"설명했"
"금융채"
"발행"
"규모"
"전월"
"금융"
"지주"
"은행채"
"자산유"
"동화"
"증권"
"ABS"
"증가"
"집계"
"신용보증기금"
"신용"
"보강"
"발행"
"억원이었"
"기업어음"
"CP"
"단기"
"사채"
"전월"
"발행"
"규모"
"소폭"
"증가"
"증가했"
"CP"
"잔액"
"전월"
"증가"
"단기"
"사채"
