"x"
"오늘"
"와이제이링크"
" 루미르"
" 루미르"
"이틀"
"공모주"
"청약"
"디지털"
"타임"
"https"
"www"
"dt"
"co"
"kr"
"contents"
"html"
"article"
"no"
"ref"
"nave"
"표면실장기술"
"공정"
"스마트화"
"장비"
"제조업체"
"와이제이링크"
"우주산업"
" 루미르"
" 루미르"
"이틀"
"공모주"
"청약"
"돌입"
"환불"
"상장"
"예정"
"주간사"
"KB"
"증권"
"NH"
"투자"
"와이제이링크"
"스마트"
"SMT"
"정장"
"와이제이링크"
"수요예측"
"기관"
"참여"
"경쟁률"
"공모주가"
"공모주"
"밴드"
"상단"
"초과"
"시가총액"
"수준"
"와이제이링크"
"SMT"
"표면실장기술"
"공정"
"스마트화"
"장비"
"제조"
"판매"
"PCB"
"Printed"
"Circuit"
"Board"
"SMD"
"표면실장"
"부착"
"Assembly"
"회사"
"지원"
"자동화"
"개발"
"전자기기"
"제조업체"
"필수적"
"첨단"
"솔루션"
"제공"
"올해"
"분기"
"매출액"
"당기순이익"
"실적"
"피너츠"
"어플리케이션"
"와이제이링크"
"별점"
"유통"
"분석"
"경쟁"
"점수"
"확약"
"시장"
"받았"
" 루미르"
" 루미르"
"SAR"
"위성"
"시스템"
"혁신"
" 루미르"
" 루미르"
"수요예측"
"기관"
"참여"
"경쟁률"
"결과"
"감안"
"하면"
"저조"
"공모주가"
"공모주"
"밴드"
"하단"
"결정"
"시가총액"
"수준"
" 루미르"
" 루미르"
"설립"
"우주산업"
"SAR"
"Synthetic"
"Aperture"
"Radar"
"위성"
"시스템"
"영상정보"
"서비스"
"제공"
"주야간"
"전천후"
"지구"
"관측"
"가능"
"기반"
"인공위성"
"관련"
"전장품"
"우주기술"
"활용"
"수장"
"개발"
"다양"
"분야"
"독보적"
"경쟁력"
"보유"
"피너츠"
"어플리케이션"
"별점"
"유통"
"분석"
"비교"
"점수"
"경쟁"
"확약"
"시장"
"부진했"
"시장"
"부진"
"시장"
"부진"
"연초"
"분위기"
"상장주"
"차트"
"우하향"
"진정"
"반등"
"시도"
"상승세"
"전환되진"
"일부"
"횡보"
"자신감"
"투자"
"신중"
"선별"
"호흡"
"권장"
