"x"
"내년"
"분기"
"상장"
"공모"
"펀드"
"출시"
"ETF"
"거래"
"가능"
"해진"
"뉴시"
"https"
"www"
"newsis"
"com"
"view"
"NIS"
"내년"
"공모"
"펀드"
"주식"
"상장"
"지수"
"ETF"
"실시간"
"거래"
"금융"
"위원회"
"상장"
"공모"
"펀드"
"도입"
"규제"
"특례"
"허용"
"유동성"
"공급자"
"LP"
"증권"
"활성화"
"사들"
"추가"
"참여"
"금융"
"위원회"
"회사"
"상장"
"공모"
"펀드"
"관련"
"업무"
"혁신"
"금융서비스"
"신규"
"지정"
"밝혔"
"이번"
"혁신"
"금융서비스"
"규제"
"샌드박스"
"일부"
"공모"
"펀드"
"거래"
"장시"
"주식"
"ETF"
"편리"
"방식"
"제공"
"하기"
"지정됐"
"금융기관"
"가입"
"환매"
"가능"
"장외"
"공모"
"펀드"
"ETF"
"거래"
"활용"
"장치"
"도입"
"핵심"
"공모"
"펀드"
"상장"
"클래스"
"신설"
"예정"
"온라인"
"가입"
"시점"
"수수료"
"투자"
"그룹"
"판매"
"보수"
"체계"
"적용"
"거래"
"유가증권"
"시장"
"투자자"
"실시간"
"유형"
"그동안"
"공모"
"펀드"
"투자"
"기피"
"요인"
"거래"
"접근"
"편리"
"개선"
"전망"
"합리"
"비용"
"전문"
"인력"
"활용"
"대상"
"운영"
"우량"
"공모"
"펀드"
"시장"
"정도"
"수익률"
"순자산"
"AUM"
"입증"
"들이"
"ETF"
"마찬가지"
"거래"
"심사"
"상장"
"하게"
"이번"
"혁신"
"금융서비스"
"신청"
"지정"
"운용사"
"공모"
"펀드"
"상장"
"업무"
"규정"
"별도"
"제정"
"운영"
"한국"
"거래"
"이번"
"혁금에"
"지정됐"
"펀드"
"수탁업자"
"개사"
"증권"
"미래"
"SK"
"한국"
"투자"
"포함"
"사들"
"상장"
"공모"
"거래"
"LP"
"역할"
"에정이"
"출시"
"가능"
"ETF"
"상장"
"공모"
"펀드"
"LP"
"역할"
"필수적"
"시장조성"
"공매도"
"전면"
"금지"
"때문"
"재개"
"이후"
"예정"
"그때"
"선결"
"과제"
"상장"
"클래스"
"공모"
"펀드"
"중개"
"하려"
"증권"
"예탁"
"결제"
"업무"
"협조"
"거래"
"규정"
"제정"
"남아있"
"ETF"
"LP"
"불신"
"만큼"
"유동성"
"공급"
"헤지"
"목적"
"공매도"
"상장"
"증권"
"구성"
"종목"
"명시"
"제한"
"장치"
"장치도"
"마련"
"예정"
