"x"
"NBA"
"개막"
"연승"
"역대급"
"화력"
"입력"
"오전"
"수정"
"득점프"
"sports"
"basketball"
"캐벌"
"리어"
"한국시간"
"미국"
"오하이오주"
"로킷"
"필드"
"하우스"
"시즌"
"NBA"
"정규리그"
"경기"
"에미레이트"
"시카고"
"불스"
"승리"
"개막"
"연승"
"에이스"
"도노반 미첼"
"도노반 미첼"
"득점"
"리바운드"
"다리우스 갈랜드"
"다리우스 갈랜드"
"어시스트"
"재럿 앨런"
"재럿 앨런"
"카리"
"카리스 르버트가"
"승리"
"합작했"
"반면"
"시카고"
"코비 화이트"
"코비 화이트"
"득점"
"어시스트"
"니콜"
"부세"
"비치"
"리바운드"
"도순"
"무가"
"패트릭"
"윌리엄스"
"패배했"
"박살"
"자랑"
"백코트"
"다리우스 갈랜드"
"도노반 미첼"
"폭파"
"내외곽"
"시카고"
"입장"
"자연재해"
"없었"
"득점"
"다리우스 갈랜드"
"도노반 미첼"
"폭격"
"공격력"
"압도"
"충격"
"코비 화이트"
"끝났"
"시카고"
"대반격"
"시작"
"코비 화이트"
"도순"
"연속"
"추격"
"여기"
"폭발했"
"부세"
"비치"
"윌리엄스"
"마타"
"젤리"
"화력"
"자릿수"
"차이"
"코비 화이트"
"반면"
"공격"
"침묵"
"득점"
"전반"
"끝났"
"전반"
"득점"
"화력전"
"올스타전"
"경기"
"속도였"
"재정비"
"외곽"
"다리우스 갈랜드"
"재럿 앨런"
"골밑"
"장악하"
"코비 화이트"
"시카고"
"코비 화이트"
"공격"
"주도하"
"화력"
"우위"
"종료됐"
"진행"
"승기"
"중심"
"에이스"
"도노반 미첼"
"순간"
"코비 화이트"
"차이"
"활약"
"시작했"
"여기"
"원투"
"펀치"
"다리우스 갈랜드"
"쐐기"
"화려"
"드리블"
"이후"
"골밑"
"돌파"
"경기장"
"분위기"
"불태웠"
"경기"
"막판"
"안정"
"운영"
"승리"
"승부처"
"상황"
"에이스"
"차이"
"승부"
"득점"
"화력"
"개막"
"연승"
